1595	97123
1595	97124
1595	97125
1595	97126
1595	97127
1595	97128
1595	97129
1595	97130
1595	97131
1595	97132
1595	97133
1595	97134
1595	97135
1595	97136
1595	97137
1595	97138
1595	97139
1595	97140
1595	97141
1595	97142
1595	97143
1595	97144
1595	97145
1595	97146
1595	97147
1595	97148
1595	97149
1595	97150
1595	97151
1595	97152
1595	97153
1595	97154
1595	97155
1595	98691
1595	98695
1595	98700
1595	101082
1595	102226
1595	239546
1595	275839
1595	340899
1595	690374
1595	2162738
1595	2162752
1595	2162754
1595	2162761
1595	2230765
1595	2355483
1595	2375767
1595	2375769
1595	2375773
1595	2375778
1595	2417003
1595	2438214
1595	2530836
1595	2696845
1595	2697111
1595	2697415
1595	2697516
1595	2697556
1595	2697596
1595	2697875
1595	2698468
1595	2698923
1595	2699755
1595	3003931
1596	1605
1596	1619
1596	92572
1596	92841
1596	95921
1596	96039
1596	96047
1596	96055
1596	96056
1596	96061
1596	96068
1596	96074
1596	96077
1596	96080
1596	96101
1596	96102
1596	96103
1596	96107
1596	96109
1596	96122
1596	96123
1596	96130
1596	96134
1596	96138
1596	96141
1596	96142
1596	96144
1596	97446
1596	97447
1596	97448
1596	97449
1596	97450
1596	97451
1596	97452
1596	97453
1596	97454
1596	97455
1596	97456
1596	97457
1596	97458
1596	97459
1596	97460
1596	97461
1596	97462
1596	97463
1596	97464
1596	2052610
1596	2892602
1598	8364
1598	8404
1598	23141
1598	66128
1598	98087
1598	98088
1598	98089
1598	98090
1598	98091
1598	98092
1598	98093
1598	98094
1598	98095
1598	98096
1598	98097
1598	98098
1598	98099
1598	98100
1598	98101
1598	98102
1598	98103
1598	98104
1598	98105
1598	98106
1598	98107
1598	98108
1598	98109
1598	98110
1598	98111
1598	98112
1598	98113
1598	98114
1598	98115
1598	98116
1598	98117
1598	98118
1598	98119
1598	98120
1598	98121
1598	98122
1598	98123
1598	98124
1598	98125
1598	98126
1598	98127
1598	98128
1598	98129
1598	98130
1598	98131
1598	98132
1598	98133
1598	98134
1598	98135
1598	98136
1598	98137
1598	98138
1598	98139
1598	98140
1598	98141
1598	98142
1598	98143
1598	98144
1598	98145
1598	98146
1598	387046
1598	387047
1598	876867
1600	1612
1600	1614
1600	1641
1600	1657
1600	22073
1600	74301
1600	93565
1600	93964
1600	98692
1600	98700
1600	103388
1600	103406
1600	104298
1600	104299
1600	104300
1600	104301
1600	104302
1600	104303
1600	104304
1600	104305
1600	104306
1600	104307
1600	104308
1600	104309
1600	104310
1600	104311
1600	104312
1600	104313
1600	104314
1600	104315
1600	104316
1600	104317
1600	104318
1600	104319
1600	104320
1600	104321
1600	104322
1600	104323
1600	104324
1600	104325
1600	104326
1600	104327
1600	104328
1600	104329
1600	104330
1600	104331
1600	104332
1600	104333
1600	104334
1600	104335
1600	104336
1600	104337
1600	104338
1600	104339
1600	104340
1600	104341
1600	2128211
1601	1611
1601	1633
1601	1663
1601	10052
1601	20317
1601	24892
1601	27210
1601	27218
1601	27226
1601	27228
1601	27231
1601	27233
1601	27235
1601	27242
1601	27252
1601	27261
1601	27262
1601	27263
1601	27265
1601	27270
1601	27271
1601	27281
1601	27286
1601	41597
1601	57678
1601	94567
1601	97088
1601	98695
1601	99262
1601	100955
1601	100961
1601	102016
1601	102386
1601	102408
1601	102436
1601	103176
1601	103177
1601	103178
1601	103179
1601	103180
1601	103181
1601	103182
1601	103183
1601	103184
1601	103185
1601	103186
1601	103187
1601	103188
1601	103189
1601	103190
1601	103191
1601	103192
1601	103193
1601	103194
1601	103195
1601	103196
1601	103197
1601	103198
1603	4289
1603	7151
1603	7338
1603	10223
1603	11015
1603	11039
1603	14830
1603	20793
1603	25032
1603	26445
1603	26564
1603	27182
1603	29240
1603	31025
1603	31045
1603	31066
1603	31095
1603	36586
1603	39104
1603	39737
1603	45985
1603	46084
1603	49979
1603	51309
1603	54032
1603	54271
1603	56413
1603	63967
1603	64653
1603	66915
1603	69762
1603	70160
1603	79616
1603	79741
1603	80198
1603	80201
1603	80204
1603	80207
1603	80210
1603	80214
1603	80221
1603	80225
1603	80226
1603	80227
1603	80228
1603	80231
1603	80243
1603	80249
1603	80251
1603	80268
1603	80269
1603	80277
1603	80290
1603	81376
1603	94604
1603	96487
1603	96779
1603	97277
1603	97278
1603	97279
1603	97280
1603	97281
1603	97282
1603	97283
1603	97284
1603	97285
1603	97286
1603	97287
1603	97288
1603	97289
1603	97290
1603	97291
1603	97292
1603	97293
1603	97294
1603	97295
1603	97296
1603	97297
1603	97298
1603	97299
1603	97300
1603	97301
1603	97302
1603	97303
1603	97304
1603	97305
1603	97306
1603	97307
1603	97308
1603	97309
1603	97310
1603	97311
1603	97312
1603	97313
1603	97314
1603	97315
1603	97316
1603	97317
1603	97318
1603	97319
1603	97320
1603	97321
1603	97322
1603	97323
1603	97324
1603	97325
1603	97326
1603	97327
1603	97328
1603	97329
1603	97330
1603	97331
1603	97332
1603	97333
1603	97334
1603	97335
1603	97336
1603	97337
1603	97338
1603	97339
1603	97340
1603	97341
1603	97342
1603	97343
1603	97344
1603	97345
1603	97346
1603	97347
1603	97348
1603	97349
1603	97350
1603	97351
1603	97352
1603	97353
1603	97354
1603	97355
1603	97356
1603	97357
1603	97358
1603	97359
1603	97360
1603	97361
1603	97362
1603	97363
1603	97364
1603	97365
1603	97366
1603	97367
1603	97368
1603	97369
1603	97370
1603	97371
1603	97372
1603	97373
1603	97374
1603	97375
1603	97376
1603	97377
1603	97378
1603	97379
1603	97380
1603	97381
1603	97382
1603	97383
1603	97384
1603	97385
1603	97386
1603	97387
1603	97388
1603	97389
1603	97390
1603	97391
1603	97392
1603	97393
1603	97394
1603	97395
1603	97396
1603	97397
1603	97398
1603	97399
1603	97400
1603	596543
1603	2446518
1603	2447118
1603	2617579
1603	3060829
1604	1614
1604	1633
1604	1635
1604	1643
1604	1644
1604	31733
1604	39979
1604	40003
1604	40005
1604	40007
1604	40019
1604	40035
1604	50331
1604	83028
1604	93542
1604	93571
1604	94108
1604	94567
1604	98695
1604	99220
1604	100315
1604	102093
1604	102814
1604	102815
1604	102816
1604	102817
1604	102818
1604	102819
1604	102820
1604	102821
1604	102822
1604	102823
1604	102824
1604	102825
1604	102826
1604	102827
1604	102828
1604	102829
1604	102830
1604	102831
1604	102832
1604	102833
1604	102834
1604	102835
1604	102836
1604	102837
1604	102838
1604	102839
1604	102840
1604	102841
1604	102842
1604	102843
1604	102844
1604	102845
1604	102846
1604	102847
1604	102848
1604	102849
1604	102850
1604	102851
1604	102852
1604	102853
1604	102854
1604	102855
1604	102856
1604	102857
1604	102858
1604	102859
1604	102860
1604	102861
1604	102862
1604	102863
1604	102864
1604	102865
1604	102866
1604	102867
1604	102868
1604	102869
1604	102870
1604	102871
1604	102872
1604	735663
1604	2195702
1604	2614903
1604	2729996
1605	1617
1605	59878
1605	92572
1605	95901
1605	95921
1605	96044
1605	96047
1605	96050
1605	96054
1605	96056
1605	96061
1605	96068
1605	96074
1605	96080
1605	96089
1605	96090
1605	96102
1605	96103
1605	96107
1605	96108
1605	96109
1605	96134
1605	96137
1605	96138
1605	97449
1605	97464
1605	97593
1605	97596
1605	97598
1605	97600
1605	97601
1605	97602
1605	97607
1605	98443
1605	98456
1605	98458
1605	99364
1605	100904
1605	100905
1605	100906
1605	100907
1605	100908
1605	100909
1605	100910
1605	100911
1605	100912
1605	100913
1605	100914
1605	100915
1605	100916
1605	100917
1605	100918
1605	100919
1605	100920
1605	100921
1605	100922
1605	100923
1605	100924
1605	612541
1605	653087
1605	2052610
1605	2688811
1605	2688829
1606	1628
1606	1635
1606	16095
1606	21230
1606	31095
1606	60373
1606	80226
1606	82653
1606	82724
1606	82735
1606	94108
1606	96021
1606	96411
1606	99220
1606	101181
1606	101182
1606	101183
1606	101184
1606	101185
1606	101186
1606	101187
1606	101188
1606	101189
1606	101190
1606	101191
1606	101192
1606	101193
1606	101194
1606	101195
1606	101196
1606	101197
1606	101198
1606	101199
1606	101200
1606	101201
1606	101202
1606	101203
1606	101204
1606	101205
1606	101206
1606	101207
1606	101208
1606	101209
1606	101210
1606	101211
1606	101212
1606	101213
1606	101214
1606	101215
1606	101216
1606	101217
1606	101218
1606	101219
1606	101220
1606	101221
1606	101222
1606	101223
1606	101224
1606	101225
1606	101226
1606	101227
1606	101228
1606	101229
1606	101230
1606	101231
1606	101232
1607	1641
1607	2740
1607	3742
1607	3748
1607	3782
1607	7111
1607	7272
1607	10282
1607	13443
1607	27709
1607	30684
1607	38326
1607	56793
1607	59410
1607	65443
1607	74889
1607	93565
1607	93964
1607	99695
1607	99750
1607	101625
1607	103388
1607	105474
1607	106358
1607	108203
1607	108204
1607	108205
1607	108206
1607	108207
1607	108208
1607	108209
1607	108210
1607	108211
1607	108212
1607	108213
1607	108214
1607	108215
1607	108216
1607	108217
1607	108218
1607	108219
1607	108220
1607	108221
1607	108222
1607	108223
1607	108224
1607	108225
1607	108226
1607	108227
1607	108228
1607	108229
1607	108230
1607	108231
1607	108232
1607	108233
1607	108234
1607	108235
1607	108236
1607	108237
1607	108238
1607	108239
1607	108240
1607	108241
1607	108242
1607	108243
1607	108244
1607	108245
1607	108246
1607	108247
1607	108248
1607	108249
1607	108250
1607	108251
1607	547743
1607	2256491
1607	2256494
1607	2424289
1607	2723201
1607	2866345
1608	1611
1608	1620
1608	1627
1608	1639
1608	1656
1608	1657
1608	1663
1608	1667
1608	13648
1608	22340
1608	58096
1608	83762
1608	84940
1608	93557
1608	97147
1608	97925
1608	97926
1608	97927
1608	97928
1608	97929
1608	97930
1608	97931
1608	97932
1608	97933
1608	97934
1608	97935
1608	97936
1608	97937
1608	97938
1608	97939
1608	97940
1608	97941
1608	97942
1608	97943
1608	97944
1608	97945
1608	97946
1608	97947
1608	97948
1608	97949
1608	97950
1608	97951
1608	97952
1608	97953
1608	97954
1608	97955
1608	97956
1608	97957
1608	97958
1608	97959
1608	97960
1608	97961
1608	97962
1608	97963
1608	97964
1608	97965
1608	97966
1608	97967
1608	97968
1608	97969
1608	97970
1608	97971
1608	97972
1608	97973
1608	97974
1608	97975
1608	543246
1608	881766
1608	2611660
1608	2703353
1609	1610
1609	1632
1609	1648
1609	1650
1609	1653
1609	1654
1609	92569
1609	92833
1609	92846
1609	92855
1609	92857
1609	92859
1609	92861
1609	92863
1609	93129
1609	93726
1609	93758
1609	93769
1609	93771
1609	93782
1609	95682
1609	95717
1609	95899
1609	96074
1609	96080
1609	96102
1609	115330
1609	115331
1610	1625
1610	1632
1610	1648
1610	1650
1610	1654
